,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,hcluster
5009,2020-10-28-9,Format4,120,600,72000,Inter223,Web,Mobile,Display,23863,17753,13353,3070,299.34,0.35,194.57,22.99,22.42,0.1,2
5010,2020-9-14-1,Format3,480,70,33600,Inter225,Video,Mobile,Display,509796,261079,251091,710,300.21,0.35,195.14,0.28,1.2,0.42,4
5011,2020-10-10-5,Format5,720,300,216000,Inter221,App,Mobile,Video,52341,29515,24570,2976,300.77,0.35,195.5,12.11,12.24,0.1,3
5012,2020-11-11-3,Format5,720,300,216000,Inter217,Web,Desktop,Display,30918,21139,18380,2397,302.64,0.35,196.72,13.04,16.47,0.13,3
5013,2020-9-15-4,Format3,480,70,33600,Inter221,App,Mobile,Video,583845,220922,208382,749,302.69,0.35,196.75,0.36,1.45,0.4,4
5014,2020-9-12-5,Format5,720,300,216000,Inter224,Web,Desktop,Display,41090,25128,21995,2546,303.13,0.35,197.03,11.58,13.78,0.12,3
5015,2020-10-3-3,Format5,720,300,216000,Inter226,Web,Mobile,Display,45960,29164,25920,3062,303.77,0.35,197.45,11.81,11.72,0.1,3
5016,2020-11-5-4,Format5,720,300,216000,Inter229,Video,Desktop,Video,48386,30905,26061,2926,303.93,0.35,197.55,11.23,11.66,0.1,3
5017,2020-10-18-5,Format5,720,300,216000,Inter223,Web,Mobile,Display,26043,19731,16797,2262,304.77,0.35,198.1,13.47,18.14,0.13,3
5018,2020-11-22-23,Format5,720,300,216000,Inter228,Video,Mobile,Video,109791,53202,42896,5162,305.03,0.35,198.27,12.03,7.11,0.06,3
5019,2020-11-22-13,Format5,720,300,216000,Inter222,Video,Desktop,Video,55138,39025,31275,4065,305.64,0.35,198.67,13.0,9.77,0.08,3
5020,2020-9-28-5,Format5,720,300,216000,Inter227,App,Mobile,Display,30731,22195,19312,3016,305.92,0.35,198.85,15.62,15.84,0.1,3
5021,2020-10-11-5,Format5,720,300,216000,Inter219,Video,Desktop,Video,56067,32328,26746,3104,306.28,0.35,199.08,11.61,11.45,0.1,3
5022,2020-9-2-1,Format3,480,70,33600,inter230,Video,Mobile,Display,406312,243973,232437,654,306.57,0.35,199.27,0.28,1.32,0.47,4
5023,2020-10-26-3,Format5,720,300,216000,Inter223,Web,Mobile,Video,55505,33131,28560,3547,307.18,0.35,199.66,12.42,10.76,0.09,3
5024,2020-9-5-3,Format1,300,250,75000,Inter226,Web,Mobile,Video,384478,229178,224528,446,307.47,0.35,199.86,0.2,1.37,0.69,4
5025,2020-9-2-3,Format3,480,70,33600,Inter223,Web,Mobile,Video,651788,262781,250488,697,307.52,0.35,199.89,0.28,1.23,0.44,4
5026,2020-11-8-3,Format5,720,300,216000,Inter225,Video,Mobile,Display,44405,29398,25581,3311,307.56,0.35,199.91,12.94,12.02,0.09,3
5027,2020-9-11-3,Format3,480,70,33600,Inter222,Video,Desktop,Display,622113,247115,231596,675,307.6,0.35,199.94,0.29,1.33,0.46,4
5028,2020-11-17-4,Format6,336,250,84000,Inter228,Video,Mobile,Video,54711,33408,28829,3344,307.73,0.35,200.02,11.6,10.67,0.09,3
5029,2020-9-26-1,Format3,480,70,33600,Inter217,Web,Desktop,Display,466079,272265,260915,625,308.12,0.35,200.28,0.24,1.18,0.49,4
5030,2020-10-28-4,Format3,480,70,33600,Inter229,Video,Desktop,Display,617781,230435,213825,595,308.31,0.35,200.4,0.28,1.44,0.52,4
5031,2020-10-30-6,Format4,120,600,72000,Inter220,Web,Mobile,Display,21660,17948,14504,3643,308.37,0.35,200.44,25.12,21.26,0.08,2
5032,2020-10-22-19,Format4,120,600,72000,Inter226,Web,Mobile,Video,48226,33793,23865,4261,308.6,0.35,200.59,17.85,12.93,0.07,2
5033,2020-10-12-2,Format3,480,70,33600,Inter228,Video,Mobile,Display,447475,233799,224922,681,308.91,0.35,200.79,0.3,1.37,0.45,4
5034,2020-10-7-6,Format3,480,70,33600,Inter227,App,Mobile,Video,396620,201922,193684,631,309.05,0.35,200.88,0.33,1.6,0.49,4
5035,2020-10-27-9,Format4,120,600,72000,inter230,Video,Mobile,Video,23753,19809,14663,3390,309.09,0.35,200.91,23.12,21.08,0.09,2
5036,2020-10-13-3,Format5,720,300,216000,Inter217,Web,Desktop,Display,81829,41054,34206,3385,309.39,0.35,201.1,9.9,9.04,0.09,3
5037,2020-9-10-1,Format7,300,600,180000,Inter222,Video,Desktop,Display,420113,240270,229350,574,309.43,0.35,201.13,0.25,1.35,0.54,4
5038,2020-9-4-2,Format5,720,300,216000,Inter227,App,Mobile,Video,34994,23548,20434,2470,309.5,0.35,201.17,12.09,15.15,0.13,3
5039,2020-9-4-5,Format5,720,300,216000,Inter220,Web,Mobile,Video,40797,26713,23444,2446,309.73,0.35,201.33,10.43,13.21,0.13,3
5040,2020-11-18-5,Format5,720,300,216000,inter230,Video,Mobile,Display,24229,17516,15370,2671,310.06,0.35,201.54,17.38,20.17,0.12,3
5041,2020-10-23-5,Format5,720,300,216000,Inter217,Web,Desktop,Display,46878,28586,24314,2874,310.22,0.35,201.64,11.82,12.76,0.11,3
5042,2020-10-25-2,Format3,480,70,33600,Inter227,App,Mobile,Display,400281,232581,223776,604,310.63,0.35,201.91,0.27,1.39,0.51,4
5043,2020-11-21-5,Format3,480,70,33600,Inter221,App,Mobile,Video,272715,150572,146249,372,310.7,0.35,201.96,0.25,2.12,0.84,4
5044,2020-9-23-1,Format6,336,250,84000,inter230,Video,Mobile,Video,431412,250965,242004,626,310.86,0.35,202.06,0.26,1.28,0.5,4
5045,2020-9-19-2,Format5,720,300,216000,Inter227,App,Mobile,Display,36805,25562,22458,2836,311.0,0.35,202.15,12.63,13.85,0.11,3
5046,2020-11-21-5,Format5,720,300,216000,Inter225,Video,Mobile,Display,30171,21611,18636,3826,311.36,0.35,202.39,20.53,16.71,0.08,3
5047,2020-10-22-20,Format4,120,600,72000,Inter220,Web,Mobile,Video,56631,35666,24617,4166,311.73,0.35,202.62,16.92,12.66,0.07,2
5048,2020-10-25-5,Format6,336,250,84000,Inter220,Web,Mobile,Video,54932,33014,27952,2993,311.99,0.35,202.8,10.71,11.16,0.1,3
5049,2020-10-7-4,Format5,720,300,216000,Inter220,Web,Mobile,Video,67744,38906,34016,3409,312.08,0.35,202.86,10.02,9.17,0.09,3
5050,2020-11-11-3,Format3,480,70,33600,Inter218,App,Mobile,Video,268204,170682,164991,393,312.36,0.35,203.04,0.24,1.89,0.79,4
5051,2020-9-12-3,Format3,480,70,33600,Inter217,Web,Desktop,Display,625484,268537,252377,701,313.84,0.35,204.0,0.28,1.24,0.45,4
5052,2020-10-31-4,Format5,720,300,216000,Inter225,Video,Mobile,Display,52423,31729,27072,3339,314.07,0.35,204.15,12.33,11.6,0.09,3
5053,2020-11-3-2,Format5,720,300,216000,Inter219,Video,Desktop,Video,56055,33836,29224,3599,314.39,0.35,204.35,12.32,10.76,0.09,3
5054,2020-11-11-5,Format5,720,300,216000,Inter228,Video,Mobile,Video,26325,19414,17104,2701,314.46,0.35,204.4,15.79,18.39,0.12,3
5055,2020-10-16-5,Format5,720,300,216000,Inter219,Video,Desktop,Video,43660,27208,23361,2721,314.55,0.35,204.46,11.65,13.46,0.12,3
5056,2020-9-8-3,Format5,720,300,216000,Inter222,Video,Desktop,Display,58796,32245,28436,2971,315.16,0.35,204.85,10.45,11.08,0.11,3
5057,2020-11-1-3,Format5,720,300,216000,inter230,Video,Mobile,Video,47806,30530,25954,3316,315.18,0.35,204.87,12.78,12.14,0.1,3
5058,2020-10-7-3,Format5,720,300,216000,Inter221,App,Mobile,Video,51264,31677,28035,3461,315.28,0.35,204.93,12.35,11.25,0.09,3
5059,2020-11-5-5,Format5,720,300,216000,Inter225,Video,Mobile,Video,45230,29033,24723,3091,315.29,0.35,204.94,12.5,12.75,0.1,3
5060,2020-9-13-4,Format5,720,300,216000,Inter221,App,Mobile,Display,46526,26960,23532,2763,315.46,0.35,205.05,11.74,13.41,0.11,3
5061,2020-11-6-1,Format4,120,600,72000,Inter220,Web,Mobile,Display,33570,24704,20477,3269,315.67,0.35,205.18,15.96,15.42,0.1,2
5062,2020-11-1-4,Format5,720,300,216000,Inter225,Video,Mobile,Video,66715,37921,31432,3224,315.96,0.35,205.37,10.26,10.05,0.1,3
5063,2020-11-1-5,Format6,336,250,84000,Inter226,Web,Mobile,Display,55095,32982,27895,3286,315.97,0.35,205.38,11.78,11.33,0.1,3
5064,2020-11-5-4,Format3,480,70,33600,Inter227,App,Mobile,Display,660533,247175,231494,712,316.1,0.35,205.46,0.31,1.37,0.44,4
5065,2020-9-11-4,Format3,480,70,33600,Inter220,Web,Mobile,Video,587651,244856,230507,661,316.19,0.35,205.53,0.29,1.37,0.48,4
5066,2020-9-12-2,Format5,720,300,216000,Inter227,App,Mobile,Display,37317,23830,21318,2729,316.39,0.35,205.65,12.8,14.84,0.12,3
5067,2020-11-6-4,Format5,720,300,216000,Inter222,Video,Desktop,Video,47758,29593,25459,2945,316.46,0.35,205.7,11.57,12.43,0.11,3
5068,2020-11-17-5,Format5,720,300,216000,Inter225,Video,Mobile,Video,48477,30556,26176,3308,316.6,0.35,205.79,12.64,12.1,0.1,3
5069,2020-10-1-4,Format5,720,300,216000,Inter220,Web,Mobile,Display,54822,33203,28716,3102,316.84,0.35,205.94,10.8,11.03,0.1,3
5070,2020-11-11-4,Format5,720,300,216000,inter230,Video,Mobile,Display,49068,30695,26302,2780,317.62,0.35,206.45,10.57,12.08,0.11,3
5071,2020-11-20-5,Format5,720,300,216000,Inter227,App,Mobile,Video,27289,19820,17326,3539,317.61,0.35,206.45,20.43,18.33,0.09,3
5072,2020-10-14-5,Format5,720,300,216000,Inter224,Web,Desktop,Video,45111,27658,22983,3001,317.65,0.35,206.47,13.06,13.82,0.11,3
5073,2020-9-18-3,Format3,480,70,33600,Inter220,Web,Mobile,Display,616899,230053,213903,790,318.1,0.35,206.76,0.37,1.49,0.4,4
5074,2020-9-4-3,Format7,300,600,180000,Inter222,Video,Desktop,Video,610673,276492,261085,645,318.42,0.35,206.97,0.25,1.22,0.49,4
5075,2020-11-9-4,Format5,720,300,216000,Inter223,Web,Mobile,Video,73286,40410,33405,3324,318.94,0.35,207.31,9.95,9.55,0.1,3
5076,2020-11-20-4,Format5,720,300,216000,inter230,Video,Mobile,Display,53658,33169,28240,3759,319.01,0.35,207.36,13.31,11.3,0.08,3
5077,2020-9-24-2,Format5,720,300,216000,Inter224,Web,Desktop,Video,51406,31134,27333,3213,319.01,0.35,207.36,11.76,11.67,0.1,3
5078,2020-10-4-3,Format5,720,300,216000,inter230,Video,Mobile,Video,50434,31063,27340,3373,319.24,0.35,207.51,12.34,11.68,0.09,3
5079,2020-10-10-4,Format5,720,300,216000,Inter227,App,Mobile,Display,61774,34169,28885,3142,319.8,0.35,207.87,10.88,11.07,0.1,3
5080,2020-10-26-4,Format5,720,300,216000,Inter229,Video,Desktop,Video,72319,39835,33065,3255,319.84,0.35,207.89,9.84,9.67,0.1,3
5081,2020-9-19-5,Format5,720,300,216000,Inter228,Video,Mobile,Video,31208,23283,20448,3296,320.26,0.35,208.17,16.12,15.66,0.1,3
5082,2020-11-4-4,Format5,720,300,216000,inter230,Video,Mobile,Display,49943,29812,25302,2804,320.67,0.35,208.43,11.08,12.67,0.11,3
5083,2020-10-3-4,Format5,720,300,216000,Inter229,Video,Desktop,Display,59873,35714,31323,3096,320.76,0.35,208.49,9.88,10.24,0.1,3
5084,2020-11-3-6,Format4,120,600,72000,Inter224,Web,Desktop,Display,29008,20050,16671,3617,320.96,0.35,208.63,21.7,19.25,0.09,2
5085,2020-11-4-5,Format5,720,300,216000,Inter227,App,Mobile,Display,44792,27806,23518,2734,321.2,0.35,208.78,11.63,13.66,0.12,3
5086,2020-9-13-1,Format7,300,600,180000,Inter224,Web,Desktop,Video,434095,257858,249741,666,321.4,0.35,208.91,0.27,1.29,0.48,4
5087,2020-10-1-5,Format5,720,300,216000,Inter217,Web,Desktop,Video,34157,25035,21642,3454,321.76,0.35,209.15,15.96,14.87,0.09,3
5088,2020-10-24-5,Format5,720,300,216000,inter230,Video,Mobile,Display,51295,31294,26612,2945,321.8,0.35,209.17,11.07,12.09,0.11,3
5089,2020-11-3-3,Format5,720,300,216000,Inter227,App,Mobile,Display,77232,41065,35050,3605,322.08,0.35,209.35,10.29,9.19,0.09,3
5090,2020-10-27-10,Format4,120,600,72000,Inter219,Video,Desktop,Video,24695,21288,15399,3408,322.7,0.35,209.76,22.13,20.96,0.09,2
5091,2020-9-2-4,Format6,336,250,84000,inter230,Video,Mobile,Video,629770,250992,238847,692,322.83,0.35,209.84,0.29,1.35,0.47,4
5092,2020-9-3-3,Format5,720,300,216000,Inter227,App,Mobile,Display,49839,29771,26625,2809,323.39,0.35,210.21,10.55,12.15,0.12,3
5093,2020-10-16-4,Format5,720,300,216000,Inter227,App,Mobile,Display,47838,29480,25069,2673,323.74,0.35,210.43,10.66,12.91,0.12,3
5094,2020-11-20-2,Format3,480,70,33600,Inter220,Web,Mobile,Display,382232,210457,202704,487,324.03,0.35,210.62,0.24,1.6,0.67,4
5095,2020-9-26-4,Format6,336,250,84000,Inter221,App,Mobile,Display,48868,30420,25959,3062,324.17,0.35,210.71,11.8,12.49,0.11,3
5096,2020-11-11-5,Format3,480,70,33600,inter230,Video,Mobile,Display,270522,159223,153609,408,324.89,0.35,211.18,0.27,2.12,0.8,4
5097,2020-11-4-1,Format4,120,600,72000,Inter220,Web,Mobile,Video,41129,27685,23454,3579,325.15,0.35,211.35,15.26,13.86,0.09,2
5098,2020-10-31-5,Format5,720,300,216000,Inter229,Video,Desktop,Video,50122,31583,27116,3415,325.28,0.35,211.43,12.59,12.0,0.1,3
5099,2020-10-4-4,Format5,720,300,216000,Inter228,Video,Mobile,Display,64807,40240,33640,3277,325.29,0.35,211.44,9.74,9.67,0.1,3
5100,2020-10-24-7,Format4,120,600,72000,Inter222,Video,Desktop,Video,25647,20331,14868,3478,325.42,0.35,211.53,23.39,21.89,0.09,2
5101,2020-10-13-4,Format3,480,70,33600,Inter227,App,Mobile,Video,630568,245550,229939,678,326.54,0.35,212.25,0.29,1.42,0.48,4
5102,2020-9-19-3,Format5,720,300,216000,Inter222,Video,Desktop,Display,52825,33568,28930,2930,327.08,0.35,212.6,10.13,11.31,0.11,3
5103,2020-10-6-6,Format5,720,300,216000,Inter220,Web,Mobile,Video,42770,27537,24295,3742,328.04,0.35,213.22,15.4,13.5,0.09,3
5104,2020-10-12-3,Format5,720,300,216000,inter230,Video,Mobile,Display,59012,34696,29115,3617,328.09,0.35,213.26,12.42,11.27,0.09,3
5105,2020-10-25-3,Format5,720,300,216000,Inter225,Video,Mobile,Display,48999,30634,26417,3421,328.17,0.35,213.31,12.95,12.42,0.1,3
5106,2020-9-10-4,Format3,480,70,33600,Inter220,Web,Mobile,Video,669046,268260,251402,676,329.07,0.35,213.9,0.27,1.31,0.49,4
5107,2020-9-28-3,Format5,720,300,216000,Inter229,Video,Desktop,Video,46917,30460,26006,3185,329.2,0.35,213.98,12.25,12.66,0.1,3
5108,2020-9-25-1,Format3,480,70,33600,Inter224,Web,Desktop,Video,442497,262976,251620,724,329.26,0.35,214.02,0.29,1.31,0.45,4
5109,2020-10-8-6,Format3,480,70,33600,Inter218,App,Mobile,Display,419362,218524,209530,645,329.95,0.35,214.47,0.31,1.57,0.51,4
5110,2020-10-4-5,Format5,720,300,216000,Inter227,App,Mobile,Video,36938,26894,23108,3637,330.01,0.35,214.51,15.74,14.28,0.09,3
5111,2020-11-10-23,Format4,120,600,72000,Inter217,Web,Desktop,Video,110749,49901,41405,7236,330.25,0.35,214.66,17.48,7.98,0.05,2
5112,2020-9-16-4,Format3,480,70,33600,Inter218,App,Mobile,Video,602137,239995,224329,778,330.35,0.35,214.73,0.35,1.47,0.42,4
5113,2020-9-22-1,Format6,336,250,84000,Inter219,Video,Desktop,Display,438473,240826,232326,683,330.45,0.35,214.79,0.29,1.42,0.48,4
5114,2020-11-22-3,Format5,720,300,216000,Inter227,App,Mobile,Video,44778,31668,26986,3758,330.48,0.35,214.81,13.93,12.25,0.09,3
5115,2020-9-10-3,Format3,480,70,33600,Inter218,App,Mobile,Display,679581,272068,255872,725,330.66,0.35,214.93,0.28,1.29,0.46,4
5116,2020-9-5-5,Format5,720,300,216000,Inter225,Video,Mobile,Video,41040,27193,23722,2643,330.79,0.35,215.02,11.14,13.94,0.13,3
5117,2020-11-22-21,Format5,720,300,216000,Inter217,Web,Desktop,Display,86135,49105,38942,5197,331.3,0.35,215.34,13.35,8.51,0.06,3
5118,2020-9-5-2,Format5,720,300,216000,Inter217,Web,Desktop,Video,37709,24861,22276,2800,332.06,0.35,215.84,12.57,14.91,0.12,3
5119,2020-10-24-10,Format4,120,600,72000,Inter226,Web,Mobile,Display,25107,20710,15871,3779,332.15,0.35,215.9,23.81,20.93,0.09,2
5120,2020-9-24-3,Format6,336,250,84000,Inter227,App,Mobile,Display,66413,36493,31635,3264,332.44,0.35,216.09,10.32,10.51,0.1,3
5121,2020-10-28-3,Format3,480,70,33600,Inter229,Video,Desktop,Video,691084,259381,239627,701,332.58,0.35,216.18,0.29,1.39,0.47,4
5122,2020-10-27-7,Format4,120,600,72000,Inter229,Video,Desktop,Display,25477,20541,15579,3501,332.67,0.35,216.24,22.47,21.35,0.1,2
5123,2020-11-6-5,Format5,720,300,216000,inter230,Video,Mobile,Video,46163,29294,25205,3110,332.69,0.35,216.25,12.34,13.2,0.11,3
5124,2020-10-12-6,Format3,480,70,33600,Inter219,Video,Desktop,Video,371382,189343,180501,771,332.72,0.35,216.27,0.43,1.84,0.43,4
5125,2020-9-20-3,Format5,720,300,216000,Inter226,Web,Mobile,Video,63676,38359,32088,3300,333.23,0.35,216.6,10.28,10.38,0.1,3
5126,2020-9-8-3,Format3,480,70,33600,Inter221,App,Mobile,Display,649021,271135,255137,706,334.72,0.35,217.57,0.28,1.31,0.47,4
5127,2020-10-30-0,Format4,120,600,72000,Inter224,Web,Desktop,Display,32173,26338,21291,3776,334.75,0.35,217.59,17.74,15.72,0.09,2
5128,2020-11-8-5,Format5,720,300,216000,Inter224,Web,Desktop,Video,52182,32148,27286,3229,335.01,0.35,217.76,11.83,12.28,0.1,3
5129,2020-9-6-5,Format5,720,300,216000,Inter218,App,Mobile,Video,46168,29384,25705,3361,335.08,0.35,217.8,13.08,13.04,0.1,3
5130,2020-9-7-4,Format5,720,300,216000,Inter221,App,Mobile,Video,51447,31675,27832,2967,335.24,0.35,217.91,10.66,12.05,0.11,3
5131,2020-11-8-4,Format5,720,300,216000,Inter226,Web,Mobile,Display,62384,36940,31046,3311,335.75,0.35,218.24,10.66,10.81,0.1,3
5132,2020-9-30-5,Format6,336,250,84000,Inter223,Web,Mobile,Video,32759,24679,21527,3437,335.97,0.35,218.38,15.97,15.61,0.1,3
5133,2020-11-4-4,Format3,480,70,33600,Inter217,Web,Desktop,Display,665188,220980,207837,693,336.15,0.35,218.5,0.33,1.62,0.49,4
5134,2020-10-14-2,Format5,720,300,216000,Inter222,Video,Desktop,Display,53829,35038,30234,3501,336.32,0.35,218.61,11.58,11.12,0.1,3
5135,2020-10-8-4,Format3,480,70,33600,inter230,Video,Mobile,Video,651581,186403,172938,763,336.38,0.35,218.65,0.44,1.95,0.44,4
5136,2020-11-17-2,Format6,336,250,84000,Inter219,Video,Desktop,Display,394662,227461,218350,572,336.4,0.35,218.66,0.26,1.54,0.59,4
5137,2020-9-25-2,Format5,720,300,216000,Inter217,Web,Desktop,Display,57363,33969,29968,3432,336.4,0.35,218.66,11.45,11.23,0.1,3
5138,2020-9-6-4,Format5,720,300,216000,Inter224,Web,Desktop,Video,49036,30664,26887,3100,336.42,0.35,218.67,11.53,12.51,0.11,3
5139,2020-9-12-3,Format5,720,300,216000,Inter218,App,Mobile,Video,52785,31321,27498,2861,337.88,0.35,219.62,10.4,12.29,0.12,3
5140,2020-10-25-15,Format4,120,600,72000,Inter217,Web,Desktop,Video,56439,41518,33278,5587,338.21,0.35,219.84,16.79,10.16,0.06,2
5141,2020-10-13-2,Format5,720,300,216000,Inter221,App,Mobile,Video,68825,39064,32988,3981,338.67,0.35,220.13,12.07,10.27,0.09,3
5142,2020-9-30-4,Format5,720,300,216000,Inter224,Web,Desktop,Display,52222,33937,29143,3140,338.89,0.35,220.28,10.77,11.63,0.11,3
5143,2020-11-23-21,Format5,720,300,216000,Inter220,Web,Mobile,Video,105417,50544,41041,5801,339.21,0.35,220.49,14.13,8.27,0.06,3
5144,2020-10-25-4,Format5,720,300,216000,Inter220,Web,Mobile,Display,66952,38978,32699,3262,339.27,0.35,220.52,9.98,10.38,0.1,3
5145,2020-10-25-22,Format4,120,600,72000,Inter228,Video,Mobile,Display,58859,40372,30637,5309,339.3,0.35,220.54,17.33,11.07,0.06,2
5146,2020-9-30-1,Format3,480,70,33600,Inter219,Video,Desktop,Display,482811,279417,265795,778,340.34,0.35,221.22,0.29,1.28,0.44,4
5147,2020-11-16-5,Format5,720,300,216000,Inter223,Web,Mobile,Display,55425,35562,29586,3731,340.37,0.35,221.24,12.61,11.5,0.09,3
5148,2020-10-12-6,Format5,720,300,216000,Inter228,Video,Mobile,Video,57982,34707,28799,3549,340.81,0.35,221.53,12.32,11.83,0.1,3
5149,2020-10-3-3,Format3,480,70,33600,Inter227,App,Mobile,Video,687284,220459,200922,854,341.56,0.35,222.01,0.43,1.7,0.4,4
5150,2020-10-6-5,Format3,480,70,33600,Inter224,Web,Desktop,Display,692929,228979,213952,862,341.57,0.35,222.02,0.4,1.6,0.4,4
5151,2020-9-14-4,Format3,480,70,33600,Inter228,Video,Mobile,Video,656670,236175,220119,814,341.91,0.35,222.24,0.37,1.55,0.42,4
5152,2020-10-26-15,Format4,120,600,72000,Inter223,Web,Mobile,Display,57561,40862,32148,5425,341.96,0.35,222.28,16.88,10.64,0.06,2
5153,2020-11-24-4,Format5,720,300,216000,Inter222,Video,Desktop,Display,54350,35493,29408,3711,342.36,0.35,222.53,12.62,11.64,0.09,3
5154,2020-10-25-17,Format4,120,600,72000,Inter229,Video,Desktop,Display,62010,44092,35043,5554,342.38,0.35,222.54,15.85,9.77,0.06,2
5155,2020-9-17-3,Format6,336,250,84000,Inter218,App,Mobile,Video,648170,247831,232197,830,342.82,0.35,222.83,0.36,1.48,0.41,4
5156,2020-9-13-4,Format3,480,70,33600,Inter219,Video,Desktop,Display,641724,252630,235866,772,343.26,0.35,223.12,0.33,1.46,0.44,4
5157,2020-10-20-4,Format3,480,70,33600,Inter228,Video,Mobile,Video,619956,268174,249089,770,343.43,0.35,223.23,0.31,1.38,0.45,4
5158,2020-9-13-5,Format5,720,300,216000,Inter225,Video,Mobile,Video,42755,25747,22697,3069,343.51,0.35,223.28,13.52,15.13,0.11,3
5159,2020-10-28-7,Format4,120,600,72000,Inter220,Web,Mobile,Display,27000,21278,16500,3708,345.07,0.35,224.3,22.47,20.91,0.09,2
5160,2020-10-26-7,Format4,120,600,72000,Inter220,Web,Mobile,Video,29851,24491,19014,4486,345.43,0.35,224.53,23.59,18.17,0.08,2
5161,2020-10-6-6,Format5,720,300,216000,Inter224,Web,Desktop,Video,64941,36590,31651,3754,346.11,0.35,224.97,11.86,10.94,0.09,3
5162,2020-10-4-1,Format3,480,70,33600,inter230,Video,Mobile,Display,552708,290617,276871,799,347.02,0.35,225.56,0.29,1.25,0.43,4
5163,2020-10-3-5,Format5,720,300,216000,inter230,Video,Mobile,Video,37015,26606,23234,3730,347.81,0.35,226.08,16.05,14.97,0.09,3
5164,2020-10-26-2,Format3,480,70,33600,Inter225,Video,Mobile,Display,457809,257118,247072,683,348.42,0.35,226.47,0.28,1.41,0.51,4
5165,2020-10-22-5,Format5,720,300,216000,Inter217,Web,Desktop,Video,46480,31228,26898,2874,348.48,0.35,226.51,10.68,12.96,0.12,3
5166,2020-10-7-4,Format3,480,70,33600,Inter224,Web,Desktop,Video,645168,210308,196506,822,348.94,0.35,226.81,0.42,1.78,0.42,4
5167,2020-9-24-1,Format3,480,70,33600,Inter221,App,Mobile,Video,428614,252667,243456,711,349.08,0.35,226.9,0.29,1.43,0.49,4
5168,2020-10-28-16,Format4,120,600,72000,Inter229,Video,Desktop,Display,50082,36916,29345,4920,349.41,0.35,227.12,16.77,11.91,0.07,2
5169,2020-9-4-1,Format3,480,70,33600,Inter227,App,Mobile,Display,362305,263931,255734,531,349.94,0.35,227.46,0.21,1.37,0.66,4
5170,2020-10-26-14,Format4,120,600,72000,inter230,Video,Mobile,Display,54978,40144,31540,5308,350.58,0.35,227.87,16.83,11.12,0.07,2
5171,2020-11-24-5,Format5,720,300,216000,Inter219,Video,Desktop,Display,47925,32219,27050,3704,350.7,0.35,227.95,13.69,12.96,0.09,3
5172,2020-11-23-5,Format7,300,600,180000,Inter224,Web,Desktop,Video,60788,35950,29668,3736,350.83,0.35,228.04,12.59,11.83,0.09,3
5173,2020-10-26-17,Format4,120,600,72000,Inter222,Video,Desktop,Display,65174,42783,33422,5972,351.01,0.35,228.16,17.87,10.5,0.06,2
5174,2020-10-5-5,Format3,480,70,33600,Inter225,Video,Mobile,Video,705736,215590,201902,898,351.45,0.35,228.44,0.44,1.74,0.39,4
5175,2020-9-22-3,Format3,480,70,33600,Inter220,Web,Mobile,Video,668773,245866,229762,819,351.7,0.35,228.61,0.36,1.53,0.43,4
5176,2020-9-5-1,Format3,480,70,33600,Inter227,App,Mobile,Video,357764,250295,241418,543,351.97,0.35,228.78,0.22,1.46,0.65,4
5177,2020-11-21-2,Format3,480,70,33600,Inter224,Web,Desktop,Display,380688,207273,201298,472,352.79,0.35,229.31,0.23,1.75,0.75,4
5178,2020-10-4-5,Format5,720,300,216000,Inter224,Web,Desktop,Video,59224,38608,32825,3676,353.03,0.35,229.47,11.2,10.75,0.1,3
5179,2020-9-20-2,Format5,720,300,216000,Inter219,Video,Desktop,Display,52064,34337,29765,3589,353.14,0.35,229.54,12.06,11.86,0.1,3
5180,2020-9-3-3,Format3,480,70,33600,Inter217,Web,Desktop,Video,622704,283166,265803,712,353.19,0.35,229.57,0.27,1.33,0.5,4
5181,2020-9-18-4,Format3,480,70,33600,Inter222,Video,Desktop,Video,616861,237646,222226,789,353.25,0.35,229.61,0.36,1.59,0.45,4
5182,2020-9-23-3,Format1,300,250,75000,inter230,Video,Mobile,Video,435820,252164,247918,454,353.5,0.35,229.77,0.18,1.43,0.78,4
5183,2020-11-23-3,Format5,720,300,216000,Inter218,App,Mobile,Display,54510,35601,30335,3977,353.49,0.35,229.77,13.11,11.65,0.09,3
5184,2020-11-18-4,Format5,720,300,216000,Inter228,Video,Mobile,Video,50013,32955,27805,3003,353.83,0.35,229.99,10.8,12.73,0.12,3
5185,2020-10-28-8,Format4,120,600,72000,Inter228,Video,Mobile,Display,28442,22445,17142,3668,354.82,0.35,230.63,21.4,20.7,0.1,2
5186,2020-11-1-2,Format3,480,70,33600,Inter229,Video,Desktop,Display,434589,242935,234843,688,355.78,0.35,231.26,0.29,1.51,0.52,4
5187,2020-10-22-4,Format3,480,70,33600,Inter227,App,Mobile,Display,610753,251286,233174,750,356.68,0.35,231.84,0.32,1.53,0.48,4
5188,2020-10-22-4,Format5,720,300,216000,Inter222,Video,Desktop,Display,49293,31691,27016,2740,356.7,0.35,231.85,10.14,13.2,0.13,3
5189,2020-10-26-16,Format4,120,600,72000,Inter225,Video,Mobile,Display,61385,42467,33403,5621,356.79,0.35,231.91,16.83,10.68,0.06,2
